,Unnamed: 0,product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,images
333,333,Nike MX-720-818,BV5841-800,0.0,15995.0,2.0,Nike_Jordan ,"Disrupt the universe in your Nike MX-720-818. Featuring materials inspired by spacesuits and quilted stitching on the upper, it takes the largest Air unit to date and blends it with the futuristic look of the final frontier. Mesh on the upper keeps your feet cool while the clear sole features the black and grey reminiscent of deep space.",4.0,1.0,
334,334,Nike Mercurial Vapor 13 Club Neymar Jr. MG,AT7967-104,0.0,5495.0,21.0,Nike_Nike SB,The Nike Mercurial Vapor 13 Club Neymar Jr. MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0.0,0.0,
335,335,Nike Air Streak Lite,CD4387-100,0.0,8995.0,6.0,Nike_Converse,"The Nike Air Streak Lite puts minimalist style back into the spotlight. Originally created by Nike's first Japanese creation team in 1995, this lightweight, sleek silhouette pushes footwear to a different space.",5.0,1.0,
336,336,Nike SB Zoom Stefan Janoski Canvas RM Premium,AQ7878-003,0.0,7995.0,8.0,Nike_Converse,"The Nike SB Zoom Stefan Janoski Canvas RM Premium pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible outsole for better boardfeel right out of the box.",1.0,1.0,
337,337,Nike Air VaporMax LX,BV1712-001,16995.0,11897.0,31.0,Nike_ACG,"The Nike Air VaporMax LX wraps your foot in a stretch-woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air.",0.0,0.0,
338,338,Nike Wildhorse 6,BV7106-400,0.0,9995.0,11.0,Nike_ACG,"The Nike Wildhorse 6 keeps it stable, secure and lightweight on the trail. An updated outsole delivers the traction you need, while a foam midsole keeps you cushioned on your run.",4.7,3.0,
339,339,Nike Air Zoom Pegasus 36,AQ2210-002,0.0,9995.0,29.0,Nike_ACG,"The iconic Nike Air Zoom Pegasus 36 returns with more perforations and engineered mesh in the upper for targeted breathability across high-heat areas. A slimmer heel collar and tongue reduce bulk without compromising comfort, while exposed Flywire cables give you a snug fit at higher speeds.",4.4,19.0,
340,340,Nike Air Zoom Wildhorse 5,AQ2222-200,0.0,8995.0,17.0,Nike_Jordan ,"Built specifically for trails, the Nike Air Zoom Wildhorse 5 keeps you galloping over rough terrain in breathable, multi-layer fabric. A rock plate helps shield your foot, while a Zoom Air heel unit cushions your stride on and off the path.",5.0,6.0,
341,341,Nike Air Max 720 Waves,BQ4430-400,15995.0,11197.0,3.0,Nike_Nike SB,"Bring a new point of view to off-court culture in your Nike Air Max 720 Waves. Its low-profile stance showcases Nike's tallest Air unit to date while its D/MS/X design mixes culture with sport, letting you enter a fresh dimension of hoops style with unparalleled comfort.",5.0,4.0,
342,342,Nike Benassi JDI BETRUE,CD2717-001,0.0,4495.0,3.0,Nike_Jordan ,"The Nike Benassi JDI BETRUE Slide creates lightweight comfort in a classic design, while the soft foam sole cushions your every step.",4.3,3.0,
343,343,Kyrie 4,943806-602,0.0,10995.0,16.0,Nike_ACG,"The Kyrie 4 Men's Basketball Shoe is ultra-flexible, responsive and supportive. It's designed for Kyrie Irving's sudden changes of direction and smooth yet rapid playing style.",4.1,19.0,
344,344,Air Jordan 5 Retro,CN2932-100,0.0,18995.0,9.0,Nike_Converse,"The Air Jordan 5 Retro brings back the original that was inspired by WWII fighter planes, featuring a mid-top profile and synthetic leather. An inner-sleeve creates a snug, comfortable feel.",4.6,8.0,
345,345,Nike Flex 2020 RN,CI9994-001,0.0,6995.0,22.0,Nike_Golf,"The Nike Flex 2020 RN has a stretchy mesh upper that adapts to your foot as you run while also giving you a secure fit. Ideal for short routes, it keeps your foot cushioned and comfortable.",0.0,0.0,
346,346,Nike Drop-Type Premium,CN6916-100,0.0,6995.0,31.0,Nike_Jordan ,"The Nike Drop-Type Premium is inspired by classic tennis shoes in the NikeCourt family. Part of the N354 family that nods to Steve Prefontaine's fastest mile, it offers distinct design lines that borrow from the All Court 2.",4.0,6.0,
347,347,Jordan Modero 2 VP,CU2708-901,0.0,4495.0,25.0,Nike_Golf,"Versatile, easy to wear and light on your feet. The Jordan Modero 2 Slide offers a plush, comfortable feel with a lively vibe you'll love to rock all day. Multicoloured shoelace details on the strap offer a pop of colour.",0.0,0.0,
348,348,Nike React Metcon,BQ6044-100,0.0,12995.0,31.0,Nike_Golf,"The Nike React Metcon takes the stability and traction from the training original and pairs it with Nike's most comfortable cushioning. Tackle high-impact and lifting workouts with a light, breathable upper and durable grip to keep you going.",3.9,10.0,
349,349,Nike Joyride Dual Run,CD4365-003,10995.0,7697.0,2.0,Nike_Converse,The Nike Joyride Dual Run blazes its own route. Tiny foam beads underfoot combined with traditional cushioning in the forefoot give an incredibly smooth feel that contours to your foot.,4.3,3.0,
350,350,Nike Classic Cortez,749571-154,0.0,6595.0,34.0,Nike_Jordan ,"The Nike Classic Cortez Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.2,5.0,
351,351,Nike React Element 55 Premium,CI3835-002,11995.0,7197.0,10.0,Nike_Nike SB,"The Nike React Element 55 borrows design lines from heritage runners like the Nike Internationalist, then places it all on Nike React technology.",5.0,1.0,
352,352,Nike Mercurial Vapor 13 Academy MDS TF,CJ1306-401,7495.0,5247.0,27.0,Nike_Jordan ,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0.0,0.0,
353,353,Jordan 'Why Not?' Zer0.2 SE,CW6565-900,0.0,11995.0,11.0,Nike_ACG,"Why not take the shot? Why not attack the full length of the court? Why not crash the boards and steal every ball and rain assists like water? The Jordan 'Why Not?' Zer0.2 SE celebrates Russell Westbrook's calculated chaos by combining materials that work in lightweight harmony—because, well, why not?",0.0,0.0,
354,354,Nike Joyride CC,AO1742-004,11995.0,8397.0,6.0,Nike_Converse,"Lounge wherever you go and let the Nike Joyride CC take you into a new world of cosy by placing your feet directly on the soft cushioning of its innovative bead-pods. Bold colour-blocking and exaggerated textures add unrivalled depth to your fun, edgy attitude.",5.0,4.0,
355,355,Nike Tiempo Legend 8 Club TF,AT6109-606,0.0,4495.0,2.0,Nike_ACG,The Nike Tiempo Legend 8 Club TF takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,0.0,0.0,
356,356,Nike Phantom Vision 2 Academy Dynamic Fit TF,CD4172-606,0.0,8495.0,19.0,Nike_Converse,The Nike Phantom Vision 2 Academy Dynamic Fit TF has a textured NIKESKIN overlay for durability and precise touch. Covered laces keep your striking surface clear.,0.0,0.0,
357,357,Nike Zoom Fly Flyknit,AR4561-200,0.0,15995.0,30.0,Nike_Golf,Nike Zoom Fly Flyknit Men's Running Shoe is built for record-breaking speed. The Flyknit upper delivers ultra-lightweight support that fits like a glove.,4.2,42.0,
358,358,Nike Air Max 98 SE,CD0132-001,0.0,15995.0,21.0,Nike_ACG,"The Nike Air Max 98 Shoe brings back retro Air Max style with modern comfort. The leather and mesh upper provides durable breathability while a full-length, visible Max Air unit offers responsive cushioning.",0.0,0.0,
359,359,Nike Air Max Tailwind IV SP,BV1357-003,15995.0,9597.0,7.0,Nike,The Nike Air Max Tailwind IV SP gives a new look to the '90s classic. Max Air units give you comfort and style that last.,3.0,5.0,
360,360,Jordan Proto-Lyte,AT3381-008,7995.0,6397.0,33.0,Nike,"Featuring soft foam cushioning and lightweight, woven fabric in the upper, the Jordan Proto-Lyte is made for all-day, bouncy comfort.",2.4,5.0,
361,361,Nike Mercurial Superfly 7 Academy TF,AT7978-414,8495.0,5947.0,35.0,Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on turf.",5.0,1.0,
362,362,Nike x Hawkins High Cortez,CJ6106-100,0.0,9995.0,7.0,Nike,"Nodding to Hawkins High from the hit TV show ""Stranger Things"", the Nike x Hawkins High Cortez combines premium materials laid out using the Tiger Pride green and orange with hidden details and show references throughout, including three distinct ""Stranger Things"" pins.",5.0,1.0,
363,363,Nike Epic Phantom React Flyknit Icon Clash,CK0089-100,13995.0,9797.0,17.0,Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit Icon Clash is lace-free for a slip-on design that gets you up and moving in no time. A snug, sock-like fit and breathable upper material feel as though the Phantom ""disappears"" as you run.",0.0,0.0,
364,364,Nike Air Max 2090,CT7695-401,0.0,11995.0,35.0,Nike,"Bring the past into the future with the Nike Air Max 2090, a bold look inspired by the DNA of the iconic Air Max 90. Brand-new Nike Air cushioning underfoot adds unparalleled comfort while transparent fabric on the upper is blended with timeless OG features for an edgy, modernised look.",4.8,4.0,
365,365,Nike Phantom Vision Academy Dynamic Fit MG,AO3258-080,8495.0,5947.0,19.0,Nike,The Nike Phantom Vision Academy Dynamic Fit MG brings the fierce precision of street play to the pitch. A foot-hugging sleeve has a custom feel and the Ghost Laces system tights with 1 pull and is hidden for a bigger striking surface.,4.0,5.0,
366,366,NikeCourt Air Max Vapor Wing MS,BQ0129-106,0.0,6495.0,0.0,Nike,"The NikeCourt Air Max Vapor Wing MS is the perfect pairing of style and comfort for your match. Translucent textile shows off the technology within, while rubber on the toe increases durability. An Air Max unit provides legendary, lightweight cushioning.",3.5,2.0,
367,367,LeBron x John Elliott Icon,AQ0114-101,0.0,19995.0,6.0,Nike,"The LeBron x John Elliott Icon brings the clean and layered approach of a lifestyle shoe to a hardwood classic. Cushioning from the LeBron 8 combines with court-inspired details and translucent materials as a tribute to Elliott's favourite shoe in the series. The result: Power, unleashed.",4.8,6.0,
368,368,Nike Air Max 270 Flyknit,AO1023-005,0.0,15995.0,18.0,Nike,"Feel the Air, both above and below, with the Nike Air Max 270 Flyknit Men's Shoe. It features Nike's biggest heel Air unit yet, plus an ultra-breathable Flyknit upper that helps keep you cool when the temperatures rise. Classic colour combinations nod to iconic Air Max models of the past, delivering a modern, streamlined look that's rooted in Nike sneaker heritage.",4.4,10.0,
369,369,Air Jordan 13 Retro Chinese New Year,CW4409-100,0.0,19995.0,32.0,Nike,"Michael Jordan's stealthy creativity on the court earned him the nickname ""Black Cat"". The Air Jordan 13 Retro is based on the OG model and has responsive cushioning and premium materials. This version features special details to honour the Chinese New Year.",5.0,1.0,
370,370,Nike Zoom Pegasus Turbo Shield,BQ1896-002,17995.0,12597.0,22.0,Nike,"The Nike Zoom Pegasus Turbo Shield delivers your favourite lightweight running shoe in a smart, weatherised design, so you can continue training in confidence despite those dark and rainy months.",4.1,11.0,
371,371,Nike Air Wildwood ACG,AO3116-004,8995.0,5397.0,35.0,Nike,"From rain and mud to sunny afternoons, the Wildwood debuted in 1989 as a direct descendent of the Nike Escape. With design influence from the Pegasus, it was designed as an off-road sneaker meant to take you through rough terrain. The special sawtooth Waffle outsole was further proof that conquering bad weather didn't mean drabness.",3.4,7.0,
372,372,Nike Air Max 720,CI3870-100,0.0,15995.0,34.0,Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unprecedented, all-day comfort. Has Air Max gone too far? We hope so.",0.0,0.0,
373,373,LeBron 16 Low,CI2668-004,13995.0,11197.0,7.0,Nike,"LeBron is unstoppable on the court and just as influential off of it. The year 2003, LeBron's rookie season and a pivotal year in culture, inspires the LeBron 16 Low. It is powered by Max Air and Zoom Air cushioning technologies, and embodies his clout and versatility.",4.7,17.0,
374,374,Air Jordan 14 Retro,487471-003,17995.0,14397.0,10.0,Nike,"The Air Jordan 14 Retro has class, comfort and the singular look of the original, with heritage-inspired colours, full-grain leather and responsive Zoom Air cushioning.",4.2,12.0,
375,375,Nike Air Force 1 Type-2,CT2584-100,0.0,11995.0,6.0,Nike,"The Nike Air Force 1 Type-2 brings a handmade touch to an iconic look. Featuring overlays of rubber at the toe and a closure system around the heel that nods to the OG high top, it lets you step into a new dimension of AF-1 style.",0.0,0.0,
376,376,Nike Free RN Flyknit 3.0,AQ5708-201,10995.0,6597.0,29.0,Nike,Never worry about laces in the Nike Free RN Flyknit 3.0. This remix leaves them out—letting you slip in quickly and hit your stride even faster. Supportive yarns join stretchy Flyknit for a lightweight upper that feels like a second skin. Heel-to-toe grooves in outsole move and bend with every stride.,4.1,13.0,
377,377,Nike SB Air Max Stefan Janoski 2,AQ7477-009,0.0,9995.0,11.0,Nike,"The Nike SB Air Max Stefan Janoski 2 hugs your foot with a breathable textile upper. A Max Air unit in the heel cushions every step, while a flat rubber outsole optimises grip when you're on your board.",2.6,11.0,
378,378,Nike Air Zoom Pegasus 36 Trail,AR5676-401,0.0,10995.0,27.0,Nike,"An icon hits the paths less travelled in the Nike Air Zoom Pegasus 36 Trail. Perforated mesh upper offers breathable comfort, and double Zoom Air units cushion your stride. Outsole lugs optimise traction when running uphill.",4.2,9.0,
379,379,Nike Tiempo Legend 8 Club IC,AT6110-004,4495.0,3147.0,1.0,Nike,The Nike Tiempo Legend 8 Club IC takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,2.0,1.0,
380,380,Nike Flex TR 9,AQ7491-008,0.0,5495.0,8.0,Nike,"Designed for low-impact workouts and circuit training, the Nike Flex TR 9 pairs a breathable mesh and synthetic upper with a supportive platform designed for flexibility and traction.",2.9,8.0,
381,381,Nike Epic Phantom React,CI1291-400,13995.0,8397.0,32.0,Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5.0,3.0,
382,382,Nike Metcon 5 AMP,CN5455-160,0.0,11995.0,8.0,Nike,The Nike Metcon 5 AMP arms you with stability for heavy lifting and traction for sprints during high-impact training. It combines breathability and durability to be your secret weapon in the gym.,4.5,2.0,
383,383,Nike SB Air Zoom Bruin Edge,CD5036-100,0.0,7995.0,1.0,Nike,"The Nike SB Air Zoom Bruin Edge puts a DIY spin on an iconic skate shoe. Frayed stitching, exposed foam and a mix of materials create a patched look that's built to perform. Stencils are included so you can take the DIY look to the next level.",5.0,1.0,
384,384,Nike ISPA Air Max 720,CQ6278-001,0.0,17995.0,20.0,Nike,"Utilising the latest innovations and Nike's ISPA project—which touts a philosophy of improvise, scavenge, protect and adapt—the Nike ISPA Air Max 720 delivers a smooth feel. It features Nike’s tallest Air unit yet, providing cushioned support along with innovative details.",0.0,0.0,
385,385,Nike x Undercover React Presto,CU3459-200,0.0,15995.0,9.0,Nike,"Jun Takahashi's vision of chaos and balance continues with the Nike x Undercover React Presto. An OG Presto design uses new details that pay homage to last season's collaboration, the React Boot.",5.0,1.0,
386,386,Nike Vandalised,BQ3610-100,10995.0,7697.0,17.0,Nike,"The Nike Vandalised puts a totally new spin on the original 1984 Nike Vandal. Full of classic Nike b-ball swagger, the shoe's rearranged components give a bold new asymmetrical look.",0.0,0.0,
387,387,Nike Signal D/MS/X,AT5303-100,10995.0,7697.0,27.0,Nike,"Inspired by the chopping, cutting and rebuilding of custom cars and bikes, the Nike Signal D/MS/X overturns the idea of sportswear with style and attitude. With layered materials and intricate detailing, it uses innovations in an irreverent way that's more aesthetic than athletic.",2.7,3.0,
388,388,Nike Air Max 720 (OBJ),CK2531-001,16995.0,13597.0,20.0,Nike,"Disrupt the atmosphere and let your light shine in the Nike Air Max 720 (OBJ), featuring Nike's tallest Air unit yet. Its colours take inspiration from the natural world, a counterpoint to the shoe's futuristic look.",5.0,5.0,
389,389,Nike Vandalised LX,BQ3611-100,10995.0,8797.0,16.0,Nike,"The Nike Vandalised LX hacks Nike DNA for a totally new spin on the original 1984 Nike Vandal, a basketball classic. Rearranging all the components creates a bold new look with asymmetrical details.",5.0,1.0,
390,390,Nike Canyon,CV5515-001,0.0,5995.0,10.0,Nike,"The Nike Canyon Sandal sets your journey off in style. Heritage-inspired design features a beefy outsole, plush foam midsole, triple-strap closure and premium metallic finishes. From cityscapes to the river banks, this versatile powerhouse will keep you steady on your feet and comfortable tackling whatever lies ahead.",0.0,0.0,
391,391,Nike Flex RN 2019,AQ7487-201,0.0,6995.0,16.0,Nike,"With a stretchable knit in the upper, the Nike Flex RN 2019 makes every run comfortable as it expands and contracts along with your foot. Dual-density foam gives you cushioned comfort for pounding out the miles, while grooves in the outsole provide flexibility from heel to toe.",3.8,6.0,
392,392,Nike Free RN 5.0,AQ1289-003,7995.0,5597.0,33.0,Nike,"Ideal for runs up to 3 miles, the Nike Free RN 5.0 returns to its roots as a natural motion shoe. An updated flex groove pattern and modified midsole foam provides more flexibility than its predecessor, creating a barefoot sensation with every step. At the upper, breathable and stretchy mesh moves with your foot, while synthetic suede overlays provide stable support.",3.9,25.0,
393,393,NikeCourt Air Max Vapor Wing MS,BQ0129-106,0.0,6495.0,8.0,Nike,"The NikeCourt Air Max Vapor Wing MS is the perfect pairing of style and comfort for your match. Translucent textile shows off the technology within, while rubber on the toe increases durability. An Air Max unit provides legendary, lightweight cushioning.",3.5,2.0,
394,394,Nike Air Max 90 NS SE,881105-800,9995.0,7997.0,20.0,Nike,The Nike Air Max 90 SE Women's Shoe combines classic design lines with rich materials for an elevated look that's true to the original.,5.0,2.0,
395,395,Nike Mercurial Vapor 13 Club TF,AT7999-414,4995.0,3497.0,10.0,Nike,"The Nike Mercurial Vapor 13 Club TF is built for high-speed play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial-turf surfaces.",0.0,0.0,
396,396,Nike React Vision,CI7523-002,0.0,10995.0,11.0,Nike_Jordan ,"The Nike React Vision is a story of surreal comfort. Layered textures, shapes and vivid colours are combined in a design influenced by the exaggerated world of our dreams, while React foam and an ultra-plush tongue provide surreal comfort. DIMSIX on the tongue tab rises high off the collar to add just a touch of Nike's own origin story.",4.3,3.0,
397,397,Nike Air Max 2090,CT7698-600,0.0,11995.0,11.0,Nike_ACG,"Bring the past into the future with the Nike Air Max 2090, a bold look inspired by the DNA of the iconic Air Max 90. Brand-new Nike Air cushioning underfoot adds unparalleled comfort while transparent knit and vibrantly coloured textiles on the upper blend with timeless OG features for an edgy, modernised look.",5.0,2.0,
398,398,Nike Air Max Dia Winter,BQ9665-301,0.0,10995.0,12.0,Nike_Nike SB,"Designed specifically for a woman's foot, the Nike Air Max Dia Winter delivers a lifted and airy aesthetic in a sleek shape. The minimal upper modernises the look, while a Max Air unit is amplified even further by an exaggerated midsole for a boost of style.",4.4,5.0,
399,399,Nike Mercurial Superfly 7 Elite SE FG,CD6721-808,0.0,22995.0,5.0,Nike_Golf,"Building on the 360-degree Flyknit innovation of the 6, the Nike Mercurial Superfly 7 Elite SE FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help super-charge traction. An insole with NikeGrip technology provides maximum interior traction underfoot and lightweight cushioning.",0.0,0.0,
400,400,Nike Zoom Pegasus Turbo 2,BV7766-100,15995.0,12797.0,7.0,Nike_Golf,"The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",2.7,3.0,
401,401,Nike SB Shane,BV0657-400,0.0,6495.0,26.0,Nike_Nike SB,"Shane O'Neill put the same attention to detail into every aspect of his signature shoe as he does in his almost otherworldly skating. From the low-key perforated ventilation at the toe, to the double lacing option and the no-break-in remastered sole, the Nike SB Shane gets all the details right.",4.7,3.0,
402,402,Nike Kawa Shower,832655-001,0.0,1595.0,29.0,Nike_Converse,"The Nike Kawa Shower Women's Slide is ideal for post-workout comfort. Easily packable, they can be tossed into your bag and worn anytime.",0.0,0.0,
403,403,Nike Air VaporMax 360,CK2719-400,0.0,18995.0,10.0,Nike_Converse,"Featuring a full-length foam midsole and VaporMax Air unit, the Nike Air VaporMax 360 gives you remarkable underfoot comfort with bold 2000s style inspired by the Air Max 360.",2.2,5.0,
404,404,Air Jordan 1 Mid,554724-050,0.0,9995.0,35.0,Nike_ACG,"The Air Jordan 1 Mid Shoe is inspired by the first AJ1, offering OG fans a look at how far the Jordan brand has come since 1985.",0.0,0.0,
405,405,Nike Phantom Vision 2 Academy Dynamic Fit MG,CD4156-606,0.0,8495.0,8.0,Nike_ACG,"The Nike Phantom Vision 2 Academy Dynamic Fit MG brings a new level of fierce precision to the pitch. A foot-hugging inner sleeve is concealed in a NIKESKIN upper to create a boot for the finishers, the providers and the battlers of today's game.",0.0,0.0,
406,406,Nike Air Max FF 720,AO3189-600,18995.0,13297.0,7.0,Nike_ACG,"Part shoe, part sandal, the Nike Air Max FF 720 takes you into a new realm of Air. Built specifically for a woman's foot, it features premium leather on heightened foam for bold versatility and unbelievable comfort. Cinch it up with its unique drawcord system and make the streets your runway.",3.5,6.0,
407,407,Jordan Proto-Max 720,BQ6623-070,15995.0,12797.0,19.0,Nike_Jordan ,"Inspired by outer space flight, the Jordan Proto-Max 720 provides all-day comfort with a future-forward look. An outer shroud covers the sock-like bootie construction, while Nike Air cushions every step.",4.4,18.0,
408,408,Nike Joyride Run Flyknit,AQ2731-500,14995.0,11997.0,26.0,Nike_Nike SB,The Nike Joyride Run Flyknit is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.4,26.0,
409,409,Nike Odyssey React Flyknit 2,AH1016-602,9995.0,5997.0,17.0,Nike_Jordan ,"The Nike Odyssey React Flyknit 2 Women's Running Shoe delivers a strategic combination of lightweight Flyknit and synthetic material for support just where you need it. Underfoot, Nike React cushioning delivers a soft, springy ride for a route that begs to be crushed.",3.4,26.0,
410,410,Nike Joyride Optik,AJ6844-007,15995.0,11197.0,31.0,Nike_ACG,Lounge wherever you go and let the Nike Joyride Optik take you into a new world of cosy by placing your feet directly on the soft cushioning of its innovative bead-pods. The sleek silhouette features a zip-closure system and fun colour accents for a unique look that doesn't sacrifice comfort.,0.0,0.0,
411,411,Nike React Element 55 SE,CN3591-002,0.0,11995.0,26.0,Nike_Converse,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds reflective graphics and combines it with Nike React technology for a smooth ride.",5.0,1.0,
412,412,Nike Air Max Dia LX,CI1214-004,9995.0,7997.0,25.0,Nike_Golf,"Designed specifically for a woman's foot, the Nike Air Max Dia LX delivers a lifted and airy aesthetic in a new, sleek shape. The minimal upper modernises your look, while the Max Air unit, surrounded by clear plastic, elevates your style.",1.0,1.0,
413,413,Nike Metcon 5,AQ1189-009,0.0,10995.0,18.0,Nike_Jordan ,"The Nike Metcon 5 is our most tuned Metcon yet. This means specific stability for heavy lifting, traction made for speed and durability where you need it. It even includes a Hyperlift insert that's compatible with all prior versions of the Metcon. Meet your secret weapon for weight-lifting and high-impact training.",3.7,31.0,
414,414,Nike Benassi,343880-090,0.0,2495.0,31.0,Nike_Golf,The Nike Benassi Slide features a lined upper with a bold logo for plush comfort and an athletic look. A foam midsole and outsole provide lightweight impact protection.,4.1,33.0,
415,415,Nike Zoom KD12 'YouTube',CQ7731-900,12995.0,10397.0,22.0,Nike_Golf,"Breaking new ground for athletes, KD provides unprecedented access to his life through his YouTube channel. It's this type of authentic connection that KD wanted to create with his fans when he first partnered with YouTube in 2017. In celebration of his channel, the KD12 'YouTube' features co-branded graphic hits on the tongue and heel that celebrate two icons coming together to change the game.",4.6,5.0,
416,416,Nike Air Force 1 React,CD4366-002,0.0,9995.0,12.0,Nike_Converse,"Refresh your look and step into a new AF-1 world with the Nike Air Force 1 React. It fuses modern design with iconic b-ball style for a big, bold look. The oversized Swoosh, large ""AIR"" on the midsole and new sole pattern let you express your modern world while Nike React technology adds exceptional underfoot comfort.",4.8,4.0,
417,417,Nike Air Max 90,CI5646-200,11995.0,9597.0,12.0,Nike_Jordan ,"The Nike Air Max 90 stays true to its OG running roots with the iconic Waffle sole. Details and colours nod to the classic Lahar Escape Boot, delivering a vintage look from the wild.",4.8,5.0,
418,418,Nike Air Zoom Pegasus 36,CD4573-001,0.0,10995.0,7.0,Nike_Nike SB,"The iconic Nike Air Zoom Pegasus 36 returns with more perforations and mesh in the upper for targeted breathability across high-heat areas. A slimmer heel collar and tongue reduces bulk without compromising comfort, while exposed cables give you a snug fit at higher speeds.",5.0,2.0,
419,419,Nike Air Max 98 NRG,BQ5613-001,15995.0,11197.0,7.0,Nike_Converse,"The Nike Air Max 98 features the OG design lines that were inspired by the walls of the Grand Canyon, while adding bursts of fresh colour on the upper. The fluid, textured look and full-length Nike Air cushioning set you apart from the pack.",0.0,0.0,
420,420,Nike Zoom Fly 3,AT8241-002,0.0,13995.0,1.0,Nike_Converse,"Inspired by the Vaporfly, the Nike Zoom Fly 3 gives distance runners race-day comfort and durability. The power of a carbon-fibre plate and responsive cushioning keeps you in the running mile after mile.",4.8,12.0,
421,421,Kyrie 6 EP,BQ4631-100,0.0,10995.0,3.0,Nike_ACG,"Engineered for Kyrie Irving's unpredictable creativity on the court, the Kyrie 6 focuses on comfort, control and energy return to help him go fast and stay fresh. Bouncy cushioning is paired with soft yet supportive foam for great responsiveness and a smooth heel-to-toe transition. The midfoot strap and plush, padded collar lock him in and help keep him a step ahead of the competition.",0.0,0.0,
422,422,Nike Air Force 1 Shadow,CI0919-100,0.0,8995.0,5.0,Nike_ACG,"The Nike Air Force 1 Shadow pays homage to the women who are setting an example for the next generation by being forces of change in their community. This sneaker reflects this ethos in its design with double the Swoosh, double the height and double the force.",4.8,20.0,
423,423,Nike Air Max Tailwind IV,AQ2567-002,13995.0,8397.0,6.0,Nike_ACG,The Nike Air Max Tailwind IV gives a new look to the '90s classic. Max Air units give you comfort and style that last.,5.0,1.0,
424,424,Nike Potential 3,844127-108,0.0,4495.0,1.0,Nike_Jordan ,The Nike Potential 3 Unisex Cricket Shoe delivers lightweight cushioning and superb grip on the field with a Phylon midsole and rubber outsole.,5.0,1.0,
425,425,Nike Mercurial Vapor 13 Academy IC,AT7993-414,7495.0,5247.0,34.0,Nike_Nike SB,"The soft upper of the Nike Mercurial Vapor 13 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",0.0,0.0,
426,426,Nike x Olivia Kim Air Max 98,CK3309-001,15995.0,11197.0,4.0,Nike_Jordan ,"NYC in the '90s—if you spent much time in one of the many neighbourhoods, you'd hear SUVs driving around bumping Jamaican dancehall music at full blast. The Nike x Olivia Kim Air Max 98 celebrates the music and culture of NYC as remembered by designer Olivia. The fresh red-yellow-green take on the iconic Air Max 98 captures the vibrancy of the city's Rastafarian community.",4.5,2.0,
427,427,NikeCourt Royale,749747-010,4495.0,3597.0,13.0,Nike_ACG,"Taking inspiration from the archives, the NikeCourt Royale Men's Shoe brings retro tennis style in a modern package for everyday comfort.",1.5,2.0,
428,428,Nike Air Huarache,634835-108,0.0,8995.0,21.0,Nike_Converse,"Designed to stretch with your foot, the Nike Air Huarache Women's Shoe has remained a sneaker staple since its 1991 debut, when it changed the face of running footwear forever.",4.5,63.0,
429,429,KD Trey 5 VII EP,AT1198-401,0.0,7995.0,33.0,Nike_Golf,"Kevin Durant likes a shoe that feels broken-in straight away but still provides containment and support. The KD Trey 5 VII EP hits the ground running with a combination of bouncy cushioning with a precise, supportive fit that's ready to go right out of the box.",0.0,0.0,
430,430,Nike Phantom Venom Academy FG,AO0566-606,0.0,7495.0,28.0,Nike_Jordan ,"The Nike Phantom Venom Academy FG is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the firm-ground plate provides the traction needed to unleash at any moment.",2.8,5.0,
431,431,Nike Mercurial Vapor XII Club MG,AH7378-801,4995.0,3997.0,14.0,Nike_Golf,"The Nike Mercurial Vapor XII Club Multi-Ground Football Boot provides exceptional ball touch and a specialised outsole that promotes acceleration and quick directional changes on multiple kinds of surfaces, like natural and artificial grass.",0.0,0.0,
